"","genes","logFC","logCPM","LR","PValue","ENSEMBL","SYMBOL","GENENAME"
"18516","ENSG00000128218",-3.75479809157632,1.4716411654465,35.526299142611,7.41813341645978e-07,"ENSG00000128218","VPREB3","V-set pre-B cell surrogate light chain 3"
"11720","ENSG00000135426",-2.67801747524843,2.47859085333893,35.4220337637191,7.70923345070611e-07,"ENSG00000135426","TESPA1","thymocyte expressed, positive selection associated 1"
"15023","ENSG00000178999",-3.31469943153101,0.79807018946543,35.3760284555448,7.77741288730407e-07,"ENSG00000178999","AURKB","aurora kinase B"
"2460","ENSG00000186854",-2.59127097593572,1.76389202514785,35.2119933323026,8.33822377097935e-07,"ENSG00000186854","TRABD2A","TraB domain containing 2A"
"7011","ENSG00000112486",-2.27269872435694,1.82375824825054,35.1671914529607,8.41038372330612e-07,"ENSG00000112486","CCR6","C-C motif chemokine receptor 6"
"10715","ENSG00000213445",-1.15212417089108,6.01180532636154,35.1174841242937,8.50630691298386e-07,"ENSG00000213445","SIPA1","signal-induced proliferation-associated 1"
"5346","ENSG00000123219",-2.10350594246661,0.66620180199337,35.0026306238939,8.89779949427133e-07,"ENSG00000123219","CENPK","centromere protein K"
"6473","ENSG00000112195",-3.8625280907266,0.134904727103665,34.7901879971073,9.52665415311025e-07,"ENSG00000112195","TREML2","triggering receptor expressed on myeloid cells like 2"
"10561","ENSG00000214797",-4.62981693203142,-1.82990674006537,34.797559911598,9.52665415311025e-07,"ENSG00000214797","AP002358.1","TONSL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51556]"
"17133","ENSG00000268027",-3.28099248843229,1.82048784664631,34.8031986799425,9.52665415311025e-07,"ENSG00000268027","AC243960.1","novel transcript, antisense to MYO7B"
"1770","ENSG00000117322",-5.31238175545182,3.86270440936686,34.6843103873302,9.92675744518164e-07,"ENSG00000117322","CR2","complement C3d receptor 2"
"19399","ENSG00000122122",-2.74924777370389,4.53580097704554,34.6157033835374,1.01493027959458e-06,"ENSG00000122122","SASH3","SAM and SH3 domain containing 3"
"14722","ENSG00000260682",-2.06779352702586,3.0964102152648,34.5653493922487,1.02817392293306e-06,"ENSG00000260682","RN7SKP176","long intergenic non-protein coding RNA 1560 [Source:HGNC Symbol;Acc:HGNC:27333]"
"4140","ENSG00000152952",1.11878492774588,6.66439740933386,34.5311842011254,1.03313428919672e-06,"ENSG00000152952","PLOD2","procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
"16556","ENSG00000076662",-1.96195421592634,4.36685806851993,34.4717876991382,1.0518321394013e-06,"ENSG00000076662","ICAM3","intercellular adhesion molecule 3"
"6418","ENSG00000023892",-1.93607551357309,5.08350957743361,34.3999330333478,1.06476943174991e-06,"ENSG00000023892","DEF6","DEF6 guanine nucleotide exchange factor"
"7399","ENSG00000182487",-2.92359261977343,1.83692140403244,34.410843468966,1.06476943174991e-06,"ENSG00000182487","NCF1B","neutrophil cytosolic factor 1B pseudogene"
"16751","ENSG00000167483",-4.58610773920393,3.8869136535438,34.3149040429681,1.09891738522588e-06,"ENSG00000167483","NIBAN3","niban apoptosis regulator 3"
"2688","ENSG00000169679",-2.78935304649922,1.02839833366272,34.113819209957,1.18987102468382e-06,"ENSG00000169679","BUB1","BUB1 mitotic checkpoint serine/threonine kinase"
"11487","ENSG00000118308",-2.40710461459059,4.28149988378984,34.1181249851548,1.18987102468382e-06,"ENSG00000118308","LRMP","lymphoid restricted membrane protein"
"466","ENSG00000182866",-2.68602628338149,4.19754996092471,34.0243353657367,1.2287106881112e-06,"ENSG00000182866","LCK","LCK proto-oncogene, Src family tyrosine kinase"
"2920","ENSG00000144354",-2.67123558458934,1.89723745471755,34.0060650190957,1.2287106881112e-06,"ENSG00000144354","CDCA7","cell division cycle associated 7"
"1032","ENSG00000143119",-2.60136749124774,5.58938788561577,33.9366421541001,1.24044165379966e-06,"ENSG00000143119","CD53","CD53 molecule"
"5958","ENSG00000146094",-2.2723872863238,4.20029985381803,33.8899507735364,1.24044165379966e-06,"ENSG00000146094","DOK3","docking protein 3"
"7072","ENSG00000198286",-2.79412446559546,4.00301682622511,33.915349952992,1.24044165379966e-06,"ENSG00000198286","CARD11","caspase recruitment domain family member 11"
"9386","ENSG00000180549",-2.85345653653755,0.320274328831971,33.8900907647168,1.24044165379966e-06,"ENSG00000180549","FUT7","fucosyltransferase 7"
"17051","ENSG00000104814",-2.77586031422217,4.32426363637396,33.8788538786925,1.24044165379966e-06,"ENSG00000104814","MAP4K1","mitogen-activated protein kinase kinase kinase kinase 1"
"4924","ENSG00000145386",-1.59028268786331,2.13343530824281,33.8481549356975,1.24661991458769e-06,"ENSG00000145386","CCNA2","cyclin A2"
"4461","ENSG00000013810",-1.99832577646092,3.36594209131756,33.7391993239941,1.3044045911637e-06,"ENSG00000013810","TACC3","transforming acidic coiled-coil containing protein 3"
"15368","ENSG00000264198",-3.15614769424453,4.40074642024636,33.6589906526974,1.34500404732453e-06,"ENSG00000264198","None","NMNAT1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20024]"
"8834","ENSG00000250850",-5.20987527121742,-1.93759227928049,33.5505330765824,1.40731552744326e-06,"ENSG00000250850","AL161781.2","ribosomal protein L13a (RPL13A) pseudogene"
"14276","ENSG00000166851",-1.81004453405807,2.00413156562224,33.4965757175533,1.43198640557153e-06,"ENSG00000166851","PLK1","polo like kinase 1"
"15672","ENSG00000265206",-3.21130752605404,1.50633199348087,33.2549240331927,1.60490089139046e-06,"ENSG00000265206","AC004687.1","novel transcript, antisense to a novel protein"
"1727","ENSG00000240219",-1.92638339325583,2.75453952663099,33.2066918865847,1.6285876507193e-06,"ENSG00000240219","AL512306.2","GORAB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54051]"
"1653","ENSG00000066279",-3.16491985656955,0.650625582840113,33.1105988785308,1.66076638286622e-06,"ENSG00000066279","ASPM","abnormal spindle microtubule assembly"
"8139","ENSG00000120899",-1.37602927751258,6.31924055156126,33.1379008864336,1.66076638286622e-06,"ENSG00000120899","PTK2B","protein tyrosine kinase 2 beta"
"18678","ENSG00000128340",-2.62804500458416,3.59372929276828,33.1205453709607,1.66076638286622e-06,"ENSG00000128340","RAC2","Rac family small GTPase 2"
"2366","ENSG00000163219",-1.76757139710692,4.23783339113025,33.0132601477517,1.72907483067914e-06,"ENSG00000163219","ARHGAP25","Rho GTPase activating protein 25"
"14315","ENSG00000177455",-4.94439763838342,4.33887220506791,32.9564201089308,1.76325315645743e-06,"ENSG00000177455","CD19","CD19 molecule"
"163","ENSG00000171608",-1.52959885200252,5.55016856348005,32.795254906751,1.87951842072039e-06,"ENSG00000171608","PIK3CD","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
"2884","ENSG00000073737",-3.12583938193524,-0.177965701297958,32.8000905823854,1.87951842072039e-06,"ENSG00000073737","DHRS9","dehydrogenase/reductase 9"
"13424","ENSG00000137804",-2.49071178626268,1.95724734779024,32.6042393586751,2.05422411228457e-06,"ENSG00000137804","NUSAP1","nucleolar and spindle associated protein 1"
"8043","ENSG00000255354",-3.7481822966111,0.607895911241605,32.4121732455162,2.24661410806876e-06,"ENSG00000255354","None","PDGFA associated protein 1 (PDAP1) pseudogene"
"17149","ENSG00000028277",-2.93552729958016,4.35429458630243,32.3807493855459,2.26229178179622e-06,"ENSG00000028277","POU2F2","POU class 2 homeobox 2"
"11457","ENSG00000151490",-2.36909467611418,0.874385294707469,32.3423607507112,2.28645209831765e-06,"ENSG00000151490","PTPRO","protein tyrosine phosphatase receptor type O"
"1435","ENSG00000162739",-3.00713395706877,3.59952268392006,32.2562933743793,2.36847312560467e-06,"ENSG00000162739","SLAMF6","SLAM family member 6"
"17968","ENSG00000175063",-3.28555425144633,0.977589675693185,32.1853008708338,2.43467935257658e-06,"ENSG00000175063","UBE2C","ubiquitin conjugating enzyme E2 C"
"1962","ENSG00000180875",2.78308148209729,1.06315781748745,32.0257536645167,2.61664968880565e-06,"ENSG00000180875","GREM2","gremlin 2, DAN family BMP antagonist"
"10255","ENSG00000110665",-2.64159772517111,3.09090983689148,32.0073292949742,2.61664968880565e-06,"ENSG00000110665","C11orf21","chromosome 11 open reading frame 21"
"11565","ENSG00000179715",-2.17761648105476,3.62698275307873,31.9939149017462,2.61664968880565e-06,"ENSG00000179715","PCED1B","PC-esterase domain containing 1B"
"8962","ENSG00000187764",-1.19820335481819,6.33384706518511,31.9661998438893,2.6313681322571e-06,"ENSG00000187764","SEMA4D","semaphorin 4D"
"17923","ENSG00000101445",-1.49071896798837,4.59073592599336,31.9302328904641,2.6351105461298e-06,"ENSG00000101445","PPP1R16B","protein phosphatase 1 regulatory subunit 16B"
"19315","ENSG00000166707",-2.13704521958461,1.3538537137889,31.9343563222662,2.6351105461298e-06,"ENSG00000166707","ZCCHC18","zinc finger CCHC-type containing 18"
"7427","ENSG00000158517",-2.57802653125543,2.51458353256065,31.8208049506671,2.74136129364007e-06,"ENSG00000158517","NCF1","neutrophil cytosolic factor 1"
"8041","ENSG00000136573",-4.14009665589919,4.21219321926389,31.8346827885371,2.74136129364007e-06,"ENSG00000136573","BLK","BLK proto-oncogene, Src family tyrosine kinase"
"16755","ENSG00000130475",-2.78794091681441,3.02508060935557,31.6598984455139,2.95354070508651e-06,"ENSG00000130475","FCHO1","FCH and mu domain containing endocytic adaptor 1"
"11394","ENSG00000213443",-1.8734066733532,2.68843291307544,31.6290193296251,2.97628180890986e-06,"ENSG00000213443","AC007068.1","acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase) (ACAA2) pseudogene"
"1446","ENSG00000186517",-2.41251188753384,4.96114665986649,31.3937092032164,3.30553015733052e-06,"ENSG00000186517","ARHGAP30","Rho GTPase activating protein 30"
"11393","ENSG00000069493",-1.83398849028844,4.33893348837208,31.3998670188168,3.30553015733052e-06,"ENSG00000069493","CLEC2D","C-type lectin domain family 2 member D"
"3924","ENSG00000186265",-3.55021453479035,1.66316166023116,31.2889899580011,3.46080850890454e-06,"ENSG00000186265","BTLA","B and T lymphocyte associated"
"18169","ENSG00000234883",-2.5368214546482,1.88391588067587,31.2344710712456,3.53112665096965e-06,"ENSG00000234883","MIR155HG","MIR155 host gene"
"9472","ENSG00000271046",-4.53861770532775,-0.382327419941505,31.1975550557192,3.57058048038656e-06,"ENSG00000271046","AL512631.1","ribosomal protein S3A pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:18630]"
"6296","ENSG00000226979",-2.96180084037891,-0.0168505085327041,31.1481210918502,3.58522302913641e-06,"ENSG00000226979","LTA","lymphotoxin alpha"
"7432","ENSG00000165178",-2.98112578354413,1.5753362075387,31.1498569705524,3.58522302913641e-06,"ENSG00000165178","NCF1C","neutrophil cytosolic factor 1C pseudogene"
"18821","ENSG00000138964",-2.39486554336145,5.0847772573999,31.1442888785477,3.58522302913641e-06,"ENSG00000138964","PARVG","parvin gamma"
"16219","ENSG00000198796",-4.43454337764682,1.1145668678978,31.1118640478168,3.61778506663807e-06,"ENSG00000198796","ALPK2","alpha kinase 2"
"12818","ENSG00000126787",-3.38148371157391,0.0194725871832775,31.0849959784927,3.64042073249434e-06,"ENSG00000126787","DLGAP5","DLG associated protein 5"
"17134","ENSG00000007129",-2.2335422964801,1.05532768575494,31.0311295082814,3.71472247120974e-06,"ENSG00000007129","CEACAM21","CEA cell adhesion molecule 21"
"10406","ENSG00000129173",-3.88008300036084,-0.592195634610814,31.0110103124687,3.72541785125051e-06,"ENSG00000129173","E2F8","E2F transcription factor 8"
"13711","ENSG00000103653",-1.20248228132414,5.85749889799027,30.9919105312081,3.73439087503436e-06,"ENSG00000103653","CSK","C-terminal Src kinase"
"1814","ENSG00000117724",-2.54365369462941,1.44503082649472,30.9505063798581,3.75922039655085e-06,"ENSG00000117724","CENPF","centromere protein F"
"4559","ENSG00000109805",-3.25582860438681,0.320129735845329,30.9611161235406,3.75922039655085e-06,"ENSG00000109805","NCAPG","non-SMC condensin I complex subunit G"
"3471","ENSG00000272282",-2.93609251766011,0.200159452224176,30.8958863799332,3.8385028190379e-06,"ENSG00000272282","LINC02084","long intergenic non-protein coding RNA 1977 [Source:HGNC Symbol;Acc:HGNC:52804]"
"5904","ENSG00000072786",-1.25661725686285,5.41952889165215,30.8413885721885,3.9194218224252e-06,"ENSG00000072786","STK10","serine/threonine kinase 10"
"3989","ENSG00000173200",-2.86931448351788,4.81335277202336,30.7857444433026,4.00462435064457e-06,"ENSG00000173200","PARP15","poly(ADP-ribose) polymerase family member 15"
"4953","ENSG00000151012",3.37494004755942,4.45098027139146,30.7563610085665,4.02363015829763e-06,"ENSG00000151012","SLC7A11","solute carrier family 7 member 11"
"11928","ENSG00000245904",-2.48156112067754,0.490112530331616,30.7490316339144,4.02363015829763e-06,"ENSG00000245904","AC025164.2","BCL2 interacting protein 3 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:49710]"
"16764","ENSG00000099308",-1.13167287649485,4.90138943895453,30.7067594819034,4.0834900636981e-06,"ENSG00000099308","MAST3","microtubule associated serine/threonine kinase 3"
"1491","ENSG00000143228",-2.77678906003837,0.0744589641899317,30.5691105747371,4.35326888894133e-06,"ENSG00000143228","NUF2","NUF2 component of NDC80 kinetochore complex"
"5325","ENSG00000175857",-3.4874442821793,1.78873393120546,30.5354680197011,4.39886782638673e-06,"ENSG00000175857","GAPT","GRB2 binding adaptor protein, transmembrane"
"6734","ENSG00000146285",-2.81995703784916,2.27580188444195,30.4446176111131,4.5781942984236e-06,"ENSG00000146285","SCML4","Scm polycomb group protein like 4"
"9380","ENSG00000107317",-2.25317259369283,5.77705860013239,30.4109391682413,4.62668124441946e-06,"ENSG00000107317","PTGDS","prostaglandin D2 synthase"
"11666","ENSG00000170486",-4.22998463746087,0.219083627910807,30.3713929121186,4.69006661839113e-06,"ENSG00000170486","KRT72","keratin 72"
"17515","ENSG00000104972",-2.5012203739745,3.42168031724241,30.269575408156,4.87692853829059e-06,"ENSG00000104972","LILRB1","leukocyte immunoglobulin like receptor B1"
"19433","ENSG00000165359",-1.15440337765683,4.68785369888234,30.2780528421412,4.87692853829059e-06,"ENSG00000165359","INTS6L","integrator complex subunit 6 like"
"1037","ENSG00000162777",-1.26476960169557,5.41619464679077,30.2033576210963,5.01288836015159e-06,"ENSG00000162777","DENND2D","DENN domain containing 2D"
"1690","ENSG00000143851",-2.64962040211896,4.07892229673402,30.1738765179243,5.02313889575862e-06,"ENSG00000143851","PTPN7","protein tyrosine phosphatase non-receptor type 7"
"1761","ENSG00000162894",-2.79439249199615,4.47242344074461,30.1769736585427,5.02313889575862e-06,"ENSG00000162894","FCMR","Fc fragment of IgM receptor"
"3412","ENSG00000132182",-1.26623226867832,6.27430328904945,30.0607207179844,5.29037362672012e-06,"ENSG00000132182","NUP210","nucleoporin 210"
"16763","ENSG00000096996",-2.75579609529455,2.20373456555486,30.0415191581339,5.30854733113788e-06,"ENSG00000096996","IL12RB1","interleukin 12 receptor subunit beta 1"
"14740","ENSG00000261471",-3.25577923121314,-0.596172740466646,29.9740605342285,5.43060917536657e-06,"ENSG00000261471","AC092145.1","long intergenic non-protein coding RNA 1571 [Source:HGNC Symbol;Acc:HGNC:51384]"
"16519","ENSG00000142347",-1.82636265032323,4.85347568325753,29.9725766986739,5.43060917536657e-06,"ENSG00000142347","MYO1F","myosin IF"
"6152","ENSG00000272053",-2.77057221640159,-0.700033961839474,29.8515478911282,5.74380924601939e-06,"ENSG00000272053","None","novel transcript, antisense to MROH5"
"14721","ENSG00000197943",-1.55768616581715,5.2077805657797,29.7890355255787,5.89471999588293e-06,"ENSG00000197943","PLCG2","phospholipase C gamma 2"
"13061","ENSG00000100604",8.95013707516859,4.9884070885889,29.7435468877245,5.95970467363929e-06,"ENSG00000100604","CHGA","chromogranin A"
"17132","ENSG00000270164",-2.69699813614002,1.99517536498568,29.7543996045271,5.95970467363929e-06,"ENSG00000270164","LINC01480","long intergenic non-protein coding RNA 1480"
"12571","ENSG00000185974",1.7351032852696,2.82614017965457,29.7188517225352,5.96204681571793e-06,"ENSG00000185974","GRK1","G protein-coupled receptor kinase 1"
"17072","ENSG00000130755",-1.10754963107267,4.57964881605774,29.7277587162824,5.96204681571793e-06,"ENSG00000130755","GMFG","glia maturation factor gamma"
"16415","ENSG00000105255",-3.28738777427065,-0.718976964849322,29.5833221662111,6.35482700932762e-06,"ENSG00000105255","FSD1","fibronectin type III and SPRY domain containing 1"
"12326","ENSG00000238121",-2.90217029882566,1.94698330668001,29.5414536989065,6.45423594779806e-06,"ENSG00000238121","LINC00426","long intergenic non-protein coding RNA 426"
"13613","ENSG00000140451",-1.94187339032574,1.56666615565907,29.4372999886567,6.72900821209409e-06,"ENSG00000140451","PIF1","PIF1 5'-to-3' DNA helicase"
"17423","ENSG00000105501",-2.38445593866878,0.112420691423302,29.4488090470092,6.72900821209409e-06,"ENSG00000105501","SIGLEC5","sialic acid binding Ig like lectin 5"
"19501","ENSG00000089820",-2.01921224242007,6.27045121818419,29.3511306108446,6.99308645645903e-06,"ENSG00000089820","ARHGAP4","Rho GTPase activating protein 4"
"14882","ENSG00000083454",-3.85301603457975,4.17281638866027,29.2744813608896,7.14760670410275e-06,"ENSG00000083454","P2RX5","purinergic receptor P2X 5"
