"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"31","7898725","CELA3A","10136","chymotrypsin like elastase 3A",0.0644116029606252,5.41994776854275,0.306013620442025,0.764679676140754,0.998867786241073,-5.28767479405099
"32","7898736","LINC00339","29092","long intergenic non-protein coding RNA 339",0.0728771783653448,6.84407120230143,0.343870050786448,0.736714382761356,0.998867786241073,-5.27756647543099
"33","7898799","C1QC","714","complement C1q C chain",0.0202166264573815,5.0507345478944,0.0609896906985327,0.952341051904717,0.998867786241073,-5.32483221482219
"34","7898805","C1QB","713","complement C1q B chain",0.110608155310465,5.0214916295662,0.361616455092398,0.723735774351036,0.998867786241073,-5.27243187204603
"35","7898894","PITHD1","57095","PITH domain containing 1",-0.187480477278785,7.49014626510675,-0.967968286768528,0.351592010158873,0.998867786241073,-4.95457290694231
"36","7898939","NIPAL3","57185","NIPA like domain containing 3",0.121503461845316,7.43741720052667,0.656289937759084,0.5236497500758,0.998867786241073,-5.1512814092705
"37","7898957","RCAN3","11123","RCAN family member 3",-0.00248664031945633,6.85044856069184,-0.0127293808956449,0.990046552798678,0.998867786241073,-5.32630911363343
"38","7898998","RHD","6007","Rh blood group D antigen",0.274427523110999,5.12515528733529,1.15366530555585,0.270425442673658,0.998867786241073,-4.80781650707357
"39","7899160","CD52","1043","CD52 molecule",1.12843174874154,7.46003975840389,4.15899275431977,0.00124185800043862,0.531176535642154,-1.35331213987189
"40","7899187","HMGN2","3151","high mobility group nucleosomal binding domain 2",-0.0029478963987799,11.0870005213831,-0.0153437514925436,0.988002464327719,0.998867786241073,-5.32627864071349
"41","7899323","SYTL1","84958","synaptotagmin like 1",-0.0820283132490474,7.36326596977738,-0.467445754445073,0.648302371027074,0.998867786241073,-5.23662559590724
"42","7899361","STX12","23673","syntaxin 12",0.118420029119062,6.93161080362734,0.838281020676067,0.417765341709747,0.998867786241073,-5.04441764984691
"43","7899392","SCARNA1","677774","small Cajal body-specific RNA 1",-0.00204660740752605,4.03438555152653,-0.0127706453268717,0.990014288916504,0.998867786241073,-5.32630867674143
"44","7899394","THEMIS2","9473","thymocyte selection associated family member 2",-0.0500651096535591,7.9072784481721,-0.234276125743157,0.818600586888168,0.998867786241073,-5.30364966203487
"45","7899436","SESN2","83667","sestrin 2",-0.317713211219428,6.89156206031508,-2.13906879322709,0.0530033166761416,0.998867786241073,-3.77185127470463
"46","7899455","PHACTR4","65979","phosphatase and actin regulator 4",-0.198087623912603,8.34084554445625,-1.06944747153286,0.305278142554822,0.998867786241073,-4.876892052552
"47","7899499","RAB42","115273","RAB42, member RAS oncogene family",0.0579600193261953,4.21194581918979,0.224830480485929,0.825779659091765,0.998867786241073,-5.30544082902732
"48","7899528","OPRD1","4985","opioid receptor delta 1",0.0835878152078164,6.36477869441155,0.440688957770945,0.667035652226674,0.998867786241073,-5.24651102616907
"49","7899562","PTPRU","10076","protein tyrosine phosphatase receptor type U",-0.11442808489094,4.87028894238295,-0.520482709370337,0.611909821475162,0.998867786241073,-5.21538903009709
"50","7899604","ZCCHC17","51538","zinc finger CCHC-type containing 17",-0.00899102377681427,7.67261899804179,-0.0504899699053779,0.960537495328746,0.998867786241073,-5.32531806525898
"51","7899627","TINAGL1","64129","tubulointerstitial nephritis antigen like 1",-0.118864219094638,4.56101621883141,-0.685856373937641,0.505446123735719,0.998867786241073,-5.13551648872568
"52","7899821","KIAA1522","57648","KIAA1522",0.0925479642346865,5.9371277069408,0.542128632648271,0.597353756350473,0.998867786241073,-5.20610085825014
"53","7899829","S100PBP","64766","S100P binding protein",-0.130671888149814,7.9399970317351,-0.784616561676537,0.447433655459515,0.998867786241073,-5.07833248524902
"54","7899882","ZNF362","149076","zinc finger protein 362",-0.129014016803672,4.09136102763934,-0.698580030002612,0.497728979646207,0.998867786241073,-5.1285377329039
"55","7899884","ZSCAN20","7579","zinc finger and SCAN domain containing 20",-0.0581483018085081,5.48238591892322,-0.364568011416604,0.721585702091478,0.998867786241073,-5.27155347313583
"56","7899927","GJB4","127534","gap junction protein beta 4",0.15082951412368,4.84399219425268,0.820205290609069,0.427610309714552,0.998867786241073,-5.05605993918117
"57","7900009","AGO4","192670","argonaute RISC component 4",-0.144146655245622,7.58197726327295,-0.721112254309283,0.484237259595323,0.998867786241073,-5.11589459271577
"58","7900129","SH3D21","79729","SH3 domain containing 21",0.0688953804063477,5.26599579229902,0.301521844197726,0.768021789298116,0.998867786241073,-5.28879753529482
"59","7900146","ZC3H12A","80149","zinc finger CCCH-type containing 12A",0.320382351626623,7.1686709671794,1.64007338810414,0.126137300355217,0.998867786241073,-4.33955810134946
"60","7900157","RPS27","6232","ribosomal protein S27",-0.169288216421929,12.422234261913,-1.10922807397079,0.288415821610882,0.998867786241073,-4.84476863372933
"61","7900336","MACF1","23499","microtubule actin crosslinking factor 1",-0.684995525171864,4.85479169238801,-2.99002312306155,0.0109373403661511,0.973529780704896,-2.72473211238563
"62","7900365","MFSD2A","84879","major facilitator superfamily domain containing 2A",0.283962543422255,6.49989782704507,1.30439915457352,0.215828378484859,0.998867786241073,-4.67453382581637
"63","7900395","RLF","6018","rearranged L-myc fusion",0.127287166589642,7.77829352195537,0.592655211975177,0.564081616644359,0.998867786241073,-5.18303799143115
"64","7900413","ZMPSTE24","10269","zinc metallopeptidase STE24",-0.168002164752732,8.96492328709265,-0.804782926976631,0.43612933223066,0.998867786241073,-5.06581810536375
"65","7900461","ZNF684","127396","zinc finger protein 684",-0.373153385033707,4.55183382014951,-2.13347604204327,0.0535391778757407,0.998867786241073,-3.77852999267604
"66","7900488","MIR30E","407034","microRNA 30e",0.00948090782959765,3.49649562438084,0.0351309361160686,0.972535474802113,0.998867786241073,-5.3258639822541
"67","7900603","TMEM269","100129924","transmembrane protein 269",0.404938129349105,4.0246773013201,1.96234150686994,0.0725981377722906,0.998867786241073,-3.9800232084035
"68","7900609","ERMAP","114625","erythroblast membrane associated protein (Scianna blood group)",0.033536995965779,6.71167079631201,0.141183317407461,0.889996639232335,0.998867786241073,-5.31810838141644
"69","7900658","TIE1","7075","tyrosine kinase with immunoglobulin like and EGF like domains 1",0.535752792608024,7.07743562384116,1.65381647722825,0.123281867342394,0.998867786241073,-4.32488536996624
"70","7900683","MPL","4352","MPL proto-oncogene, thrombopoietin receptor",0.130474658444599,5.67243682370284,0.379433051884285,0.710795131184282,0.998867786241073,-5.26702396718169
"71","7900792","PTPRF","5792","protein tyrosine phosphatase receptor type F",0.226515308548808,5.57025638101918,1.25413608516944,0.232957666042951,0.998867786241073,-4.72029122024578
"72","7900833","KDM4A","9682","lysine demethylase 4A",-0.218086944464995,8.61927275419247,-1.21534808986905,0.246904225697341,0.998867786241073,-4.75471817038304
"73","7900911","DPH2","1802","diphthamide biosynthesis 2",-0.0574986000752693,6.86743642561465,-0.250824757148832,0.806064503735121,0.998867786241073,-5.30033591795926
"74","7900999","ARMH1","339541","armadillo like helical domain containing 1",0.0227099822750993,6.29666432434818,0.0831050298291721,0.935096772768036,0.998867786241073,-5.32350977239041
"75","7901050","SNORD38A","94162","small nucleolar RNA, C/D box 38A",-0.0109207406473084,5.66227984306084,-0.0423335454704408,0.966907972205518,0.998867786241073,-5.32563235389316
"76","7901073","UROD","7389","uroporphyrinogen decarboxylase",0.170440441783937,9.46912088871718,0.879678877948711,0.395789136161679,0.998867786241073,-5.01692981974859
"77","7901091","TOE1","114034","target of EGR1, exonuclease",-0.110266470847066,7.58029900372362,-0.477868558817964,0.641071361484695,0.998867786241073,-5.23262389340802
"78","7901123","NASP","4678","nuclear autoantigenic sperm protein",0.139887496521833,8.85741701681549,0.555082661827684,0.588728083990173,0.998867786241073,-5.20037175610782
"79","7901187","LURAP1","541468","leucine rich adaptor protein 1",-0.0191556856358197,5.62335651828346,-0.0810832162356848,0.936671983653422,0.998867786241073,-5.32364751129518
"80","7901253","TEX38","374973","testis expressed 38",0.1407233071701,3.78199539130251,0.660389013363486,0.521103575029706,0.998867786241073,-5.14913369167343
"81","7901287","CYP4Z1","199974","cytochrome P450 family 4 subfamily Z member 1",0.267411017545803,3.5421267910109,1.25652819327683,0.23211851698881,0.998867786241073,-4.71814253218555
"82","7901336","STRADB","55437","STE20 related adaptor beta",0.102110856209119,8.39501720191343,0.536732038200454,0.600966172258022,0.998867786241073,-5.20844995403054
"83","7901460","GPX7","2882","glutathione peroxidase 7",0.389883880736966,7.28575299779169,1.62640294282053,0.129034899667857,0.998867786241073,-4.35408668784534
"84","7901513","SCP2","6342","sterol carrier protein 2",0.0802255834858299,6.52088238234855,0.479810147485011,0.639728542990894,0.998867786241073,-5.23186912822089
"85","7901549","CPT2","1376","carnitine palmitoyltransferase 2",0.295031550142109,7.07728059327636,1.8726131065338,0.0849256069880637,0.998867786241073,-4.08307793782729
"86","7901748","FGGY","55277","FGGY carbohydrate kinase domain containing",0.00820778725486981,5.60474093303841,0.0415314229054114,0.967534596171817,0.998867786241073,-5.32566027997305
"87","7901765","HOOK1","51361","hook microtubule tethering protein 1",0.127194595736034,3.3813085481572,0.555877694305634,0.588200809838534,0.998867786241073,-5.20001599755271
"88","7901788","NFIA","4774","nuclear factor I A",-0.0940725748745681,7.31618198223252,-0.318294974700943,0.755567040430074,0.998867786241073,-5.28452187827308
"89","7901802","MGC34796","414927","sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) pseudogene",-0.0154240351038126,4.90132202678881,-0.0698762102244903,0.945408319509707,0.998867786241073,-5.32434955960232
"90","7901913","FOXD3","27022","forkhead box D3",0.273605299038049,5.28119528275931,1.28947937947602,0.220803452224725,0.998867786241073,-4.68824846219906
"91","7901915","ALG6","29929","ALG6 alpha-1,3-glucosyltransferase",0.0107512586874483,6.65470015390851,0.0557972936148511,0.956393767736147,0.998867786241073,-5.32508391259106
"92","7901931","EFCAB7","84455","EF-hand calcium binding domain 7",-0.110282581396337,4.80050486940485,-0.555437454133639,0.588492751551174,0.998867786241073,-5.20021305392757
"93","7901951","PGM1","5236","phosphoglucomutase 1",0.344079013819448,8.96487963736717,1.3038971505547,0.215994287349577,0.998867786241073,-4.67499707198304
"94","7901993","CACHD1","57685","cache domain containing 1",0.0404676278354614,5.17243998809017,0.130552226709599,0.898227124531581,0.998867786241073,-5.31930564714083
"95","7902104","PDE4B","5142","phosphodiesterase 4B",-0.0643196910765838,5.36513658805715,-0.257225738196052,0.801230356417598,0.998867786241073,-5.29899427931638
"96","7902158","TCTEX1D1","200132","Tctex1 domain containing 1",-0.354284438853059,7.22238320262444,-0.589467644121851,0.566150731326918,0.998867786241073,-5.18454970741631
"97","7902189","IL23R","149233","interleukin 23 receptor",-0.160952698686057,2.63514457622758,-0.93493025590378,0.367704025910553,0.998867786241073,-4.97849162698518
"98","7902227","GADD45A","1647","growth arrest and DNA damage inducible alpha",-0.0297384002243763,7.99458324401581,-0.177431832942416,0.862039401427573,0.998867786241073,-5.31332525888881
"99","7902282","HHLA3","11147","HERV-H LTR-associating 3",0.0222205568517939,5.15440455920878,0.126195919790958,0.901603353927136,0.998867786241073,-5.31976928461798
"100","7902353","LHX8","431707","LIM homeobox 8",-0.0445027177474362,3.7785256588172,-0.172471330683883,0.865854709478024,0.998867786241073,-5.31404374227437
"101","7902396","SNORD45C","692085","small nucleolar RNA, C/D box 45C",-0.116286381419691,5.81982438128475,-0.575268770653759,0.575417026210018,0.998867786241073,-5.19119108711712
"102","7902495","NEXN","91624","nexilin F-actin binding protein",-0.123858315004619,3.87713950079173,-0.506779483694286,0.621215220635097,0.998867786241073,-5.22108371832224
"103","7902512","DNAJB4","11080","DnaJ heat shock protein family (Hsp40) member B4",-0.0818247412687683,6.08580877058687,-0.347675932259566,0.733923706538987,0.998867786241073,-5.27648654460525
"104","7902541","IFI44L","10964","interferon induced protein 44 like",-0.295266704298613,5.76243158222931,-0.250431134323074,0.806362050100974,0.998867786241073,-5.30041733139735
"105","7902553","IFI44","10561","interferon induced protein 44",0.0739547506657008,6.33793516832578,0.110305834551675,0.91393498237113,0.998867786241073,-5.32132746807431
"106","7902565","ADGRL2","23266","adhesion G protein-coupled receptor L2",-0.246543377950286,3.07684842433795,-1.13561605889989,0.277625888032718,0.998867786241073,-4.82295939826924
"107","7902594","PRKACB","5567","protein kinase cAMP-activated catalytic subunit beta",-0.196018328813569,9.36880354119189,-0.750618248692769,0.466911148916852,0.998867786241073,-5.09879354422226
"108","7902687","CCN1","3491","cellular communication network factor 1",0.0381007357213283,4.44114086788623,0.186474645415606,0.855093614594903,0.998867786241073,-5.31196341236373
"109","7902799","LINC01140","339524","long intergenic non-protein coding RNA 1140",0.109349351920286,5.68359242294229,0.260506263612883,0.79875613997972,0.998867786241073,-5.2982937535989
"110","7902810","LMO4","8543","LIM domain only 4",-0.244676802970056,7.4982674462148,-0.512940155144599,0.61702314326109,0.998867786241073,-5.21854134082125
"111","7902874","LRRC8C","84230","leucine rich repeat containing 8 VRAC subunit C",0.0905739005452562,6.79608965959609,0.54290717253602,0.596833528865592,0.998867786241073,-5.20576013692129
"112","7902934","BRDT","676","bromodomain testis associated",0.0727003377333415,3.00305374830622,0.432864489284651,0.672558993797872,0.998867786241073,-5.24929598575566
"113","7902965","BTBD8","284697","BTB domain containing 8",-0.00866848460709502,3.61958951973035,-0.0373283371590438,0.970818435996396,0.998867786241073,-5.32579788077641
"114","7903022","SNORD21","6083","small nucleolar RNA, C/D box 21",0.0339105184568087,6.26267576229122,0.151686718845035,0.881878085727565,0.998867786241073,-5.31683387364362
"115","7903188","PTBP2","58155","polypyrimidine tract binding protein 2",-0.0715229061490588,6.80909364363068,-0.324966893147575,0.750632439097902,0.998867786241073,-5.28275808075406
"116","7903358","VCAM1","7412","vascular cell adhesion molecule 1",0.0055217059810162,3.58444761391197,0.0344588816246756,0.973060644029022,0.998867786241073,-5.32588339837666
"117","7903401","DNAJA1P5","94236","DnaJ heat shock protein family (Hsp40) member A1 pseudogene 5",-0.33067763438432,2.83722492383665,-1.69666602064069,0.114740218964244,0.998867786241073,-4.27871782771318
"118","7903404","RNPC3","55599","RNA binding region (RNP1, RRM) containing 3",-0.67095915856599,6.79931498134551,-3.95013639274592,0.00181850259871146,0.611146766209816,-1.58429810353815
"119","7903507","FAM102B","284611","family with sequence similarity 102 member B",0.0785768023806188,8.4898992399919,0.29835374303891,0.7703819464502,0.998867786241073,-5.28957961235307
"120","7903561","SPATA42","642864","spermatogenesis associated 42",0.00719938931423902,2.76602899981178,0.0394715157637067,0.969143912884202,0.998867786241073,-5.32572954948542
"121","7903765","GSTM1","2944","glutathione S-transferase mu 1",-0.205243772070455,5.78154328984275,-0.270802779358075,0.791005245266931,0.998867786241073,-5.29603816953687
"122","7903777","GSTM5","2949","glutathione S-transferase mu 5",0.218157516678842,3.89796425608652,1.05691320181766,0.310740992759686,0.998867786241073,-4.88682230826825
"123","7903786","CSF1","1435","colony stimulating factor 1",-0.806199642048156,8.57294803172445,-3.10509671025709,0.00880566384079706,0.948696433151598,-2.58299195606449
"124","7903854","SLC6A17","388662","solute carrier family 6 member 17",-0.1035008881904,4.64260404304994,-0.480864098370306,0.639000177290808,0.998867786241073,-5.2314581959546
"125","7903893","CD53","963","CD53 molecule",0.163349367685166,10.0698687810209,0.826349805742813,0.424246744960384,0.998867786241073,-5.05212711818124
"126","7903935","CHIAP2","149620","chitinase, acidic pseudogene 2",0.00161267099627471,3.0379298201356,0.0107014491285769,0.991632175876138,0.998867786241073,-5.32632884238802
"127","7904018","CTTNBP2NL","55917","CTTNBP2 N-terminal like",-0.35513063539154,5.44080577694473,-1.83650392641192,0.0904029163337143,0.998867786241073,-4.12396453827843
"128","7904158","OLFML3","56944","olfactomedin like 3",-0.369695981179844,4.31692469524631,-1.57053111988832,0.141488761253602,0.998867786241073,-4.41275361862865
"129","7904226","SLC22A15","55356","solute carrier family 22 member 15",-0.320959109439048,7.64015257634352,-1.28407952953855,0.22262669644099,0.998867786241073,-4.69318483710294
"130","7904244","MAB21L3","126868","mab-21 like 3",-0.0617740604588541,3.49124028026302,-0.368119036429925,0.719002222839991,0.998867786241073,-5.27048745542655
"131","7904293","PTGFRN","5738","prostaglandin F2 receptor inhibitor",0.311664062637951,5.2887242793174,1.6535895098068,0.123328560676597,0.998867786241073,-4.32512822993384
"132","7904303","CD101","9398","CD101 molecule",0.0368934008628354,3.98233776284033,0.134191327751705,0.895408330125026,0.998867786241073,-5.31890632137753
"133","7904364","WDR3","10885","WD repeat domain 3",-0.0273940886579052,7.53067220106479,-0.11971234693914,0.906631949523459,0.998867786241073,-5.32043028059672
"134","7904433","PHGDH","26227","phosphoglycerate dehydrogenase",-0.101915610362488,9.78255003043183,-0.369253922293591,0.718177318077226,0.998867786241073,-5.27014464189114
"135","7904480","RNVU1-3","101954272","RNA, variant U1 small nuclear 3",-0.0385143219412409,3.39087916694494,-0.134044980533746,0.895521660139621,0.998867786241073,-5.31892259146594
"136","7904715","RNVU1-6","101954276","RNA, variant U1 small nuclear 6",0.288958587590677,6.06889515671589,1.26039199561761,0.230768196645716,0.998867786241073,-4.71466571791579
"137","7904726","TXNIP","10628","thioredoxin interacting protein",1.81818808250361,10.6732414713357,7.12479276781655,1.01667125551623e-05,0.0478343825720389,1.10618501450956
"138","7904751","RBM8A","9939","RNA binding motif protein 8A",-0.00514455003503489,6.56853508162779,-0.0225528588546808,0.982366410561042,0.998867786241073,-5.32616521006415
"139","7904796","ANKRD35","148741","ankyrin repeat domain 35",0.275645522072196,4.5685517356421,1.52247587163414,0.153017794911762,0.998867786241073,-4.46225779147418
"140","7904883","CHD1L","9557","chromodomain helicase DNA binding protein 1 like",-0.0859631278986868,8.34180029989686,-0.295994550443138,0.772141043784457,0.998867786241073,-5.29015673039339
"141","7904927","GJA8","2703","gap junction protein alpha 8",0.272190757620047,4.62801721910087,1.31461925902916,0.212473092734755,0.998867786241073,-4.6650758448174
"142","7904965","PDE4DIP","9659","phosphodiesterase 4D interacting protein",-0.00168168300902893,3.48039428425203,-0.00824213070087355,0.993555145844601,0.998867786241073,-5.32634818599716
"143","7904967","RNVU1-19","101954277","RNA, variant U1 small nuclear 19",-0.0840972386312648,6.09158596544475,-0.203720662381851,0.841882394428954,0.998867786241073,-5.30917992170341
"144","7904974","PFN1P2","767846","profilin 1 pseudogene 2",0.166641182393761,10.6469824026631,0.975547748872689,0.347967544647357,0.998867786241073,-4.9489887558968
"145","7905088","H2AC20","8338","H2A clustered histone 20",0.0395547258359166,11.6229737566977,0.234431485290402,0.81848264831356,0.998867786241073,-5.30361959186088
"146","7905147","C1orf54","79630","chromosome 1 open reading frame 54",0.0659938654231187,4.29188734011212,0.351400928177922,0.731196164227141,0.998867786241073,-5.27541833086931
"147","7905154","CIART","148523","circadian associated repressor of transcription",0.207396757517231,4.25002731442208,0.946347811964242,0.362078221613958,0.998867786241073,-4.97030366505737
"148","7905233","ADAMTSL4","54507","ADAMTS like 4",-0.132631844553183,6.33862342839104,-0.522058100262777,0.610844485014742,0.998867786241073,-5.21472511319899
"149","7905299","PRUNE1","58497","prune exopolyphosphatase 1",0.0778232015054066,6.80547602384994,0.573724247775129,0.576429840341801,0.998867786241073,-5.19190439191617
"150","7905324","C1orf56","54964","chromosome 1 open reading frame 56",0.0932863190552595,6.13638055798142,0.582513366669217,0.570679074985877,0.998867786241073,-5.18782139817486
"151","7905329","MLLT11","10962","MLLT11 transcription factor 7 cofactor",0.37770541830633,7.32182306394498,1.5651906709667,0.14273190364188,0.998867786241073,-4.41829966337883
"152","7905339","GABPB2","126626","GA binding protein transcription factor subunit beta 2",-0.114008807561032,6.19269189559019,-0.628787368392804,0.540917395027763,0.998867786241073,-5.16537330688312
"153","7905510","LCE4A","199834","late cornified envelope 4A",0.129730435952133,4.83821477479122,0.722139783153941,0.483627356424294,0.998867786241073,-5.11530940654162
"154","7905525","LCE1B","353132","late cornified envelope 1B",0.135502470753874,3.09771939630464,0.684954257749197,0.505995955518874,0.998867786241073,-5.13600686260556
"155","7905533","IVL","3713","involucrin",-0.029445555893294,4.63932523220052,-0.164352497497374,0.872106760782136,0.998867786241073,-5.31517597582413
"156","7905544","SPRR1A","6698","small proline rich protein 1A",0.076837399318797,5.07959957357693,0.414737501331809,0.685431132638952,0.998867786241073,-5.25556307389521
"157","7905571","S100A9","6280","S100 calcium binding protein A9",0.112810984318527,7.28750280054037,0.122986621181803,0.904091913595359,0.998867786241073,-5.32010081389055
"158","7905576","S100A7A","338324","S100 calcium binding protein A7A",0.0574285679091049,3.77326269431727,0.282553231865958,0.782188245669064,0.998867786241073,-5.29335885692955
"159","7905581","S100A1","6271","S100 calcium binding protein A1",-0.0542323404728462,4.13469711132322,-0.263337811754582,0.796622373948377,0.998867786241073,-5.29768206099025
"160","7905677","CREB3L4","148327","cAMP responsive element binding protein 3 like 4",-0.0116735905354304,5.99489591586882,-0.0641550857969642,0.949871103335252,0.998867786241073,-5.32466780187182
"161","7905789","IL6R","3570","interleukin 6 receptor",-0.286650133909491,7.48443184974457,-1.30678918589301,0.215039904251355,0.998867786241073,-4.67232661734531
"162","7905848","LENEP","55891","lens epithelial protein",0.0541730600618413,5.10304895075181,0.242910406608194,0.812053104980107,0.998867786241073,-5.30194858791235
"163","7905881","ADAM15","8751","ADAM metallopeptidase domain 15",-0.274099612361196,8.20848425553411,-1.72574715455499,0.109245183237906,0.998867786241073,-4.24703492143085
"164","7905918","EFNA3","1944","ephrin A3",0.335739000469585,5.02950306172544,1.61477090054888,0.13154603020374,0.998867786241073,-4.36639584636445
"165","7905929","EFNA1","1942","ephrin A1",-0.0396592049736277,5.84031502407096,-0.162894387663314,0.87323057019843,0.998867786241073,-5.3153735702139
"166","7905938","SLC50A1","55974","solute carrier family 50 member 1",0.167896235062681,9.12944422788793,0.939286301599893,0.365550468949915,0.998867786241073,-4.97537752355875
"167","7905986","FDPS","2224","farnesyl diphosphate synthase",0.43594376357192,9.47005914817774,2.65200682882382,0.020633987443531,0.998867786241073,-3.14390508583779
"168","7906061","SYT11","23208","synaptotagmin 11",0.0978000377905524,6.80531900286327,0.372259412217811,0.715994530655963,0.998867786241073,-5.26923181757272
"169","7906085","LMNA","4000","lamin A/C",0.0050673984665135,8.029270632359,0.0182504230481666,0.985729940257942,0.998867786241073,-5.32623809804912
"170","7906107","SEMA4A","64218","semaphorin 4A",0.153296720189045,7.24293500447101,0.804463925459621,0.436306697990357,0.998867786241073,-5.06601823484383
"171","7906205","BCAN","63827","brevican",0.0369385146500676,6.24152647766604,0.198891636535694,0.845576786532802,0.998867786241073,-5.30998393340828
"172","7906244","NTRK1","4914","neurotrophic receptor tyrosine kinase 1",0.18697558022405,6.62578187138043,0.693083588454449,0.501053999824729,0.998867786241073,-5.13156674136647
